XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/clock,NULL,current-time,False,False,str,unknown
ioa-network-element:ne/system/clock,NULL,universal-time,False,False,str,unknown
ioa-network-element:ne/system/clock,NULL,timezone,False,True,str,Universal-Time-Coordinated
ioa-network-element:ne/system/clock,NULL,uptime,False,False,str,unknown
ioa-network-element:ne/system/clock,NULL,time-source,False,False,str,manual
ioa-network-element:ne/system/clock,NULL,DST-active,False,False,bool,False
ioa-network-element:ne/system/clock,NULL,last-time-jump,False,False,str,unknown
