XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/protocols/tl1,NULL,tl1-over-ssh-enabled,False,True,bool,True
ioa-network-element:ne/system/protocols/tl1,NULL,ssh-interactive-port,False,True,unknown,9095
ioa-network-element:ne/system/protocols/tl1,NULL,ssh-scripting-port,False,True,unknown,9096
