XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/protocols/data-model,NULL,name,True,True,str,unknown
ioa-network-element:ne/system/protocols/data-model,NULL,description,False,False,str,unknown
ioa-network-element:ne/system/protocols/data-model,NULL,enabled,False,True,bool,False
