XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/security/user-group,NULL,name,True,True,str,unknown
ioa-network-element:ne/system/security/user-group,NULL,description,False,True,str,unknown
