XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/security/session,NULL,session-id,True,True,str,unknown
ioa-network-element:ne/system/security/session,NULL,session-user,False,True,str,unknown
ioa-network-element:ne/system/security/session,NULL,session-type,False,True,unknown,unknown
ioa-network-element:ne/system/security/session,NULL,session-protocol,False,True,unknown,unknown
ioa-network-element:ne/system/security/session,NULL,created-time,False,True,unknown,unknown
ioa-network-element:ne/system/security/session,NULL,local-ip-address,False,True,unknown,unknown
ioa-network-element:ne/system/security/session,NULL,dial-out-server-name,False,False,str,unknown
