XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/ztp,NULL,ztp-mode,False,True,str,enabled
ioa-network-element:ne/system/ztp,NULL,ztp-state,False,True,str,ztp-init
ioa-network-element:ne/system/ztp,NULL,ztp-details,False,True,str,unknown
ioa-network-element:ne/system/ztp,NULL,ztp-completion-status,False,True,str,not-completed
