XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/networking/access-control-list/acl,NULL,name,True,True,str,acl1
ioa-network-element:ne/system/networking/access-control-list/acl,NULL,type,False,True,str,ipv4
ioa-network-element:ne/system/networking/access-control-list/acl,NULL,admin-state,False,True,str,lock
ioa-network-element:ne/system/networking/access-control-list/acl,NULL,interface,False,True,str,1-AUX-1
ioa-network-element:ne/system/networking/access-control-list/acl,NULL,oper-state,False,False,str,enabled
ioa-network-element:ne/system/networking/access-control-list/acl,NULL,admin-state,False,False,str,normal in-service
