XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/system/networking,NULL,use-as-source,False,True,str,unknown
ioa-network-element:ne/system/networking/routing/ospf-instance,NULL,router-id,False,True,int,0
ioa-network-element:ne/system/networking/routing/ospf-instance,NULL,instance-id,True,True,int,0
ioa-network-element:ne/system/networking/routing/ospf-instance,NULL,version,False,True,str,ospfv2
ioa-network-element:ne/system/networking/routing/ospf-instance,NULL,description,False,True,str,unknown
ioa-network-element:ne/system/networking/routing/ospf-instance,NULL,vrf,False,False,str,unknown
ioa-network-element:ne/system/networking/routing/ospf-instance,NULL,router-id-mode,False,True,str,use-loopback
